dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,grade,grade_date
HUABEI DUMPLING RAMEN,Queens,13358,41ST AVE,11355,7188868176,Asian,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,19,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.75784977,-73.83020055,407,20,84900,4536692,4050410027,QN22,B,2020-01-02T00:00:00.000
CARIBBEAN STARR,Manhattan,280,LENOX AVENUE,10027,9172617668,Caribbean,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,25,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.80718704,-73.94589513,110,9,20000,1083974,1017220001,MN11,,
LAN KWAI FONG CAFE,Queens,14238,ROOSEVELT AVE,11354,7188868287,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,49,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.76067279,-73.82564502,407,20,85500,4113630,4050210021,QN22,,
EL CASTILLO DEL POLLO,Queens,12808,111TH AVE,11420,7188454071,Spanish,2020-01-02T00:00:00.000,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot food item not held at or above 140Âº F.,Y,83,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.68277861,-73.81326616,410,28,17200,4250838,4116330004,QN55,,
D' MONTAZO RESTAURANT,Brooklyn,216,WYCKOFF AVENUE,11237,7184973978,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.70131064,-73.91432686,304,37,44100,3075753,3033100039,BK77,A,2020-01-02T00:00:00.000
QUEEN BAKERY II,Manhattan,139,CENTRE STREET,10013,2129650788,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Y,46,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.71721016,-74.00060243,101,1,3100,1002357,1001977502,MN24,,
HAPPY GARDEN,Queens,29-26,30 AVENUE,11102,7182741195,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,9,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.76748739,-73.92268911,401,22,7300,4007634,4005920126,QN71,A,2020-01-02T00:00:00.000
CHEECH & PEPPE'S,Manhattan,1484,2 AVENUE,10075,2125854024,Italian,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.77228354,-73.95580523,108,5,13400,1045199,1014520003,MN31,,
SOHO DINER,Manhattan,320,WEST BROADWAY,10013,2129653091,American,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,33,2020-08-17T06:03:08.000,Pre-permit (Operational) / Initial Inspection,40.72190639,-74.00417766,102,1,4700,1087764,1002270028,MN24,,
ULTRA SPICY HOUSE,Queens,4409,KISSENA BLVD,11355,6465328877,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,11,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.75364137,-73.82249807,407,20,85900,4117221,4051920034,QN22,A,2020-01-02T00:00:00.000
LA PALMA RESTAURANT OF FAR ROCKAWAY,Queens,1037,BEACH   20 STREET,11691,7184711223,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,13,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.6030742,-73.7531624,414,31,100802,4300149,4157040060,QN15,A,2020-01-02T00:00:00.000
GO NONNA,Queens,1050,44TH DR,11101,3475244334,Italian,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.74871767,-73.9506202,402,26,700,4000429,4000510024,QN31,A,2020-01-02T00:00:00.000
THE HOUSE OF BREWS,Manhattan,363,WEST   46 STREET,10036,2122450551,American,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,24,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.76050285,-73.98960032,104,3,12700,1025043,1010370006,MN15,,
WHITE CASTLE,Bronx,1831,WEBSTER AVENUE,10457,7182941205,Hamburgers,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.84626485,-73.90175644,205,15,23100,2009388,2028920077,BX41,A,2020-01-02T00:00:00.000
LIBERTY TAVERN,Staten Island,382,FOREST AVENUE,10301,7184428121,American,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,37,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.63098142,-74.10211898,501,49,5900,5006935,5002520006,SI35,,
MARCY & MYRTLE COFFEE BAR,Brooklyn,574,MARCY AVENUE,11206,9176620727,CafÃ©/Coffee/Tea,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,9,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.69504859,-73.94915272,303,36,25300,3338620,3017540044,BK75,,
PADDY REILLY'S BAR,Manhattan,519,2 AVENUE,10016,2126861210,"Bottled beverages, including water, sodas, juices, etc.",2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,20,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.74154868,-73.97824305,106,2,6600,1019902,1009090034,MN20,,
COUSINS MAINE LOBSTER,Manhattan,77,LEXINGTON AVENUE,10010,9175133582,Seafood,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,31,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.74130801,-73.98341801,106,2,6800,1018118,1008810061,MN21,,
KOSHER HUT OF BROOKLYN,Brooklyn,709,KINGS HIGHWAY,11223,7183768996,Jewish/Kosher,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.60619789,-73.96543763,315,44,41800,3177500,3066640027,BK25,,
GREEN GARDEN VILLAGE,Manhattan,216,GRAND STREET,10013,6469129136,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,35,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.71890087,-73.99605341,102,1,4100,1006934,1004700028,MN24,,
GOLDEN PALACE,Queens,4120,DELONG ST,11355,7188869588,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.75470445,-73.83598731,407,20,84900,4596274,4050667504,QN22,A,2020-01-02T00:00:00.000
NEW CHOI HEE III,Queens,5907,GRAND AVE,11378,7184164035,Chinese,2020-01-02T00:00:00.000,Establishment re-opened by DOHMH,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,8,2020-08-17T06:03:08.000,Pre-permit (Operational) / Reopening Inspection,40.72064248,-73.90779023,405,30,53100,4443053,4026950014,QN30,,
DUNKIN',Queens,1311020,MERRICK BLVD,,7185274653,Donuts,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,0,0,,,,,4,,A,2020-01-02T00:00:00.000
THE MANSION GRAND,Staten Island,141,MANSION AVENUE,10308,7186059200,American,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,12,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.544639,-74.14053238,503,51,15603,5066110,5052010033,SI54,A,2020-01-02T00:00:00.000
CAMELLIA FAMILY,Queens,4215,COLLEGE POINT BLVD,11355,7188860123,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,31,2020-08-17T06:03:08.000,Pre-permit (Operational) / Initial Inspection,40.75450534,-73.83304972,407,20,84900,4115048,4051010001,QN22,,
U LIKE CHINESE RESTAURANT,Brooklyn,602,MARCY AVENUE,11206,7182439096,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,51,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.69400823,-73.94894796,303,36,25300,3048777,3017580054,BK75,,
NEW NO.1 CHINESE RESTAURANT,Bronx,1839,WESTCHESTER AVENUE,10472,7189182880,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,19,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.83235254,-73.86470087,209,18,7600,2099986,2038780001,BX08,,
STANTON PIZZERIA,Manhattan,127,STANTON STREET,10002,2125334252,Pizza,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,38,2020-08-17T06:03:08.000,Pre-permit (Operational) / Initial Inspection,40.72084894,-73.98655811,103,1,3001,1004312,1003540015,MN27,,
KINI,Queens,4227,35TH AVE,11101,7183619222,Korean,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,31,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.75426147,-73.92024651,401,26,15900,4307241,4006750055,QN70,,
SUSHI TOKYO,Brooklyn,627629,KINGS HIGHWAY,,7189541557,Jewish/Kosher,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,26,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,0,0,,,,,3,,,
PRIMA PIZZA,Bronx,977,EAST  233 STREET,10466,3473266165,Pizza,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.89090349,-73.84949532,212,12,42600,2097436,2049750032,BX62,A,2020-01-02T00:00:00.000
BAMBOO HOUSE & BAR,Queens,7603,37TH AVE,11372,7184409228,Indian,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,30,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.74918037,-73.88975183,403,25,28700,4029578,4012760037,QN28,C,2020-01-02T00:00:00.000
KENNEDY FRIED CHICKEN,Queens,111-01,ROCKAWAY BOULEVARD,11420,7188352330,Chicken,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,24,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.67747318,-73.82742084,410,28,10000,4250168,4116160034,QN55,,
BLEND,Queens,4704,VERNON BOULEVARD,11101,7187292800,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,41,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.74528782,-73.95325366,402,26,700,4000085,4000290046,QN31,,
GOLDEN THAI,Brooklyn,469,IRVING AVENUE,11237,9179661203,Thai,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.69548145,-73.90815333,304,37,43900,3078086,3033930001,BK77,A,2020-01-02T00:00:00.000
